LOMAKE;K1A1;K1A2;K1A2L;K1A3;K1A3L;K1A4;K1A5;K1A6;K1A8L;K1B;K2A1;K2A2;K2A3;K2A4;K2A5;K2A6;K2A8;K2A9;K3A1;K3A2;K3A3;K3A4;K3A5;K3A6;K3A7;K3A8;K3A9;K3A10;K3A11;K3A12;K3A13;K3A14;K3A15;K4A1L;K4A2L;K4A3L;K4A4L;K3B;T1;T1L;T2;T20L;T21A;T21B;T21C;T21D;T3A;T3B;T3C;T3D;T4A;T4A1;T4A2;T4B1;T4B2;T4C;T4D;T4E;T4F;T4G;T5A;T5B;T5C;T5D;T5E;T5S;T5U;T6;T7;T8;T9A;T9B;T9C;T9D;T9E;T9F;T9G;T9H;T10;T11;T12;T13;T14;T15;JUNA_ASEMA;LAHTOLAITURI;LINJA;LIIKENNEMUOTO;ALUE;SUUNTA;VAUNUTYYPPI;VAUNUNRO;ALUS;TASTE;SAA;PAIVAMAARA;KAUSI;JOKERI;TUTKIJA;KIELI;KOHDE;LIIKENNOITSIJA;PAINO
445555;5;4;;5;;5;4;5;;5;5;5;5;5;4;5;;;;;;;;;;;5;4;2;2;;;;;;;;5;4;;2;;;;;;;;1;;;;;;;;;;;;1;;;;;;;1;1963;2;;1;;;;;;;91;;;1;2;2;;;10;1;91;1;;122;;1;2;1.8.2014 9:11;2;;5776;1;RV;HKL;164.973411839078
445556;5;;;4;;;4;4;;4;5;5;5;5;4;5;;;;;;;;;;;;4;;3;;;;;;;;5;1;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1972;2;;;1;;;;;;91;;;3;3;2;;;10;1;91;1;;122;;1;2;1.8.2014 9:11;2;;5776;1;RV;HKL;164.973411839078
445557;;;;;;;;;;4;5;5;5;3;5;4;;;;;;;;;;;5;5;;;;;;;;;;5;2;;2;;;;;;;;;1;;;;;;;;;;;1;;;;;;;2;1971;1;;;1;;;;;;91;;;4;3;2;;;10;1;91;1;;122;;1;2;1.8.2014 9:11;2;;5776;1;RV;HKL;164.973411839078
445558;4;5;;4;;5;4;5;;5;5;5;5;5;4;4;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;2;1983;2;;;1;;;;;;91;;;2;2;2;;;10;1;91;1;;122;;1;2;1.8.2014 9:11;2;;5776;1;RV;HKL;164.973411839078
445559;5;5;;5;;5;4;5;;5;5;5;5;5;5;5;;;;;;;;;;;4;4;2;;;;;;;;;5;4;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1957;2;;1;;;;;;;1;;;1;3;2;;;10;1;91;1;;122;;1;2;1.8.2014 9:11;2;;5776;1;RV;HKL;164.973411839078
445560;;;;5;;5;5;5;;5;5;5;5;5;4;5;;;;;;;;;;;3;4;2;2;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1985;2;1;;;;;;;;91;;;1;1;2;;;8;1;91;2;;216;;2;2;1.8.2014 8:28;2;;5776;1;RV;HKL;148.482876482736
445561;4;5;;5;;4;4;5;;4;5;5;4;5;3;4;;;;;;;;;;;4;3;4;5;;;;;;;;5;1;;3;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1963;2;;1;;;;;;;91;;;1;1;2;;;8;1;91;2;;216;;2;2;1.8.2014 8:28;2;;5776;1;RV;HKL;148.482876482736
445562;;;;5;;4;4;4;;4;5;5;5;5;4;4;;;;;;;;;;;5;5;2;2;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1982;2;1;;;;;;;;91;;;1;1;2;;;8;1;91;2;;216;;2;2;1.8.2014 8:28;2;;5776;1;RV;HKL;148.482876482736
445563;3;3;;4;;4;3;3;;3;4;4;5;4;5;5;;;;;;;;;;;4;3;1;1;;;;;;;;3;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1967;2;1;;;;;;;;91;;;1;2;2;;;8;1;91;2;;216;;2;2;1.8.2014 8:28;2;;5776;1;RV;HKL;148.482876482736
445564;5;5;;5;;5;5;5;;5;5;5;5;5;4;5;;;;;;;;;;;5;4;1;1;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1958;1;;1;;;;;;;91;;;1;1;2;;;7B;1;91;1;;113;;1;2;1.8.2014 8:18;2;;5776;1;RV;HKL;103.780265954414
445565;4;5;;4;;3;3;3;;3;5;5;5;5;4;3;;;;;;;;;;;5;4;1;1;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1963;1;1;;;;;;;;91;;;1;1;2;;;7B;1;91;1;;113;;1;2;1.8.2014 8:18;2;;5776;1;RV;HKL;103.780265954414
445566;;4;;3;;5;5;5;;4;4;5;4;5;3;5;;;;;;;;;;;3;;4;5;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;;;;1;;;;2;1973;1;;;1;;;;;;1;;;2;2;2;;;7B;1;91;1;;113;;1;2;1.8.2014 8:18;2;;5776;1;RV;HKL;103.780265954414
445567;;;;5;;5;4;4;;4;5;5;5;;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;4;4;;2;;;;;;;;;1;;;;;;;;;;;;1;;;;;;1;1981;2;1;;;;;;;;1;;;3;3;2;;;7B;1;91;1;;113;;1;2;1.8.2014 8:18;2;;5776;1;RV;HKL;103.780265954414
445568;;;;4;;4;5;5;;4;5;4;4;4;5;4;;;;;;;;;;;4;4;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1987;2;1;;;;;;;;91;;;1;1;2;;;8;1;91;2;;216;;2;2;1.8.2014 8:28;2;;5776;1;RV;HKL;148.482876482736
445569;4;4;;4;;3;3;4;;4;5;5;4;4;5;4;;;;;;;;;;;4;3;1;1;;;;;;;;4;3;;2;;;;;;;;;1;;;;;;;;;;;1;;;;;;;1;1983;2;1;;;1;;;;;91;;;1;1;2;;;8;1;91;2;;216;;2;2;1.8.2014 8:28;2;;5776;1;RV;HKL;148.482876482736
445570;5;5;;5;;5;5;4;;5;5;5;5;5;5;5;;;;;;;;;;;4;5;;;;;;;;;;5;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1954;1;;1;;;;;;;91;;;1;2;2;;;1A;1;91;2;;217;;1;2;1.8.2014 8:03;2;;5776;1;RV;HKL;51.6327373478097
445571;;;;4;;4;3;3;;4;4;5;3;3;4;5;;;;;;;;;;;4;3;2;2;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1985;2;;1;;;;;;;91;;;1;1;2;;;1A;1;91;2;;217;;1;2;1.8.2014 8:03;2;;5776;1;RV;HKL;51.6327373478097
445572;4;5;;5;;4;5;5;;5;5;5;5;5;5;5;;;;;;;;;;;4;4;3;3;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1973;2;;1;;;;;;;91;;;2;2;2;;;1A;1;91;2;;217;;1;2;1.8.2014 8:03;2;;5776;1;RV;HKL;51.6327373478097
445573;4;4;;4;;3;4;4;;4;4;4;5;5;4;2;;;;;;;;;;;4;4;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1977;2;;1;;;;;;;91;;;1;1;2;;;1A;1;91;2;;217;;1;2;1.8.2014 8:03;2;;5776;1;RV;HKL;51.6327373478097
445574;5;5;;5;;;3;2;;4;;5;5;;4;2;;;;;;;;;;;4;4;1;1;;;;;;;;5;2;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1983;1;1;;;;;;;;91;;;2;3;2;;;1A;1;91;2;;217;;1;2;1.8.2014 8:03;2;;5776;1;RV;HKL;51.6327373478097
445575;4;5;;4;;4;4;5;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;;;;;;;;;;5;1;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1970;2;1;;;;;;;;91;;;2;2;2;;;1A;1;91;2;;217;;1;2;1.8.2014 8:03;2;;5776;1;RV;HKL;51.6327373478097
445576;4;3;;4;;4;3;5;;5;5;5;5;5;4;4;;;;;;;;;;;4;4;3;3;;;;;;;;4;2;;2;;;;;;1;;1;;;;;;;;;;;;1;;;;;;;1;1977;2;1;;;;;;;;91;;;1;1;2;;;9;1;91;1;;402;;1;2;1.8.2014 7:53;2;;5776;1;RV;HKL;153.227498187483
445577;4;4;;5;;5;5;5;;5;4;5;4;4;5;4;;;;;;;;;;;5;4;2;2;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;2;1961;1;;1;;;;;;;49;;;1;2;2;;;9;1;91;1;;402;;1;2;1.8.2014 7:53;2;;5776;1;RV;HKL;153.227498187483
445578;4;5;;5;;5;5;4;;5;5;5;5;5;4;5;;;;;;;;;;;5;4;1;1;;;;;;;;4;2;;2;;;;;;;;;1;;;;;;;;;;;;1;;;;;;2;1947;1;;;1;;;;;;91;;;2;2;2;;;9;1;91;2;;103;;1;2;1.8.2014 7:43;2;;5776;1;RV;HKL;153.227498187483
445579;5;;;4;;3;3;3;;4;5;4;4;2;2;3;;;;;;;;;;;4;4;4;5;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;;2;;1;;;;;;;91;;;1;2;2;;;9;1;91;2;;103;;1;2;1.8.2014 7:43;2;;5776;1;RV;HKL;153.227498187483
445580;5;5;;5;;3;5;5;;4;5;5;5;5;5;2;;;;;;;;;;;5;4;1;1;;;;;;;;4;3;;2;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;1958;2;;;;;;;;1;91;;;1;1;2;;;9;1;91;1;;402;;1;2;1.8.2014 7:53;2;;5776;1;RV;HKL;153.227498187483
445581;;;;5;;;5;5;;5;4;4;4;4;5;5;;;;;;;;;;;4;4;2;3;;;;;;;;4;2;;3;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1965;2;;1;;;;;;;91;;;1;2;2;;;9;1;91;1;;402;;1;2;1.8.2014 7:53;2;;5776;1;RV;HKL;153.227498187483
445582;4;;;4;;5;3;;;4;5;5;4;5;4;4;;;;;;;;;;;5;4;;;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1962;2;;1;;;;;;;91;;;1;2;2;;;9;1;91;1;;402;;1;2;1.8.2014 7:53;2;;5776;1;RV;HKL;153.227498187483
445583;5;4;;5;;5;4;2;;4;4;5;3;2;5;5;;;;;;;;;;;4;4;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1993;1;;;1;;;;;;91;;;1;1;2;;;3;1;91;1;;98;;1;2;1.8.2014 7:30;2;;5776;1;RV;HKL;151.098245086205
445584;4;4;;5;;4;4;5;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1987;2;;1;;;;;;;91;;;1;1;2;;;3;1;91;1;;98;;1;2;1.8.2014 7:30;2;;5776;1;RV;HKL;151.098245086205
445585;;;;;;5;4;;;5;5;5;5;5;5;5;;;;;;;;;;;4;4;4;4;;;;;;;;5;4;;3;;;;;;1;;;;;;;;;;;;;;;;;;1;;;1;1979;2;;;1;;;;;;91;;;1;1;2;;;3;1;91;1;;98;;1;2;1.8.2014 7:30;2;;5776;1;RV;HKL;151.098245086205
445586;5;4;;5;;5;5;3;;4;5;5;5;5;5;5;;;;;;;;;;;5;5;;;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;;2;;1;;;;;;;91;;;3;2;2;;;3;1;91;1;;98;;1;2;1.8.2014 7:30;2;;5776;1;RV;HKL;151.098245086205
445587;4;4;;4;;4;3;4;;4;5;5;5;5;4;4;;;;;;;;;;;4;4;3;3;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1954;2;;1;;;;;;;49;;;2;2;2;;;3;1;91;1;;98;;1;2;1.8.2014 7:30;2;;5776;1;RV;HKL;151.098245086205
445588;4;5;;4;;4;3;5;;4;5;5;5;5;4;3;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;2;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;1976;2;;;;1;;;;;91;;;1;1;2;;;9;1;91;1;;402;;1;2;1.8.2014 7:53;2;;5776;1;RV;HKL;153.227498187483
445589;4;2;;4;;4;4;5;;4;4;5;5;5;5;4;;;;;;;;;;;4;4;;;;;;;;;;4;1;;2;;;;;;;;1;;;;;;;;;;;;1;;;;;;;1;1952;1;;;;;;;1;;91;;;1;1;2;;;6;1;91;2;;233;;1;2;1.8.2014 7:18;2;;5776;1;RV;HKL;135.582275713775
445590;5;5;;5;;5;5;4;;5;5;5;5;4;4;4;;;;;;;;;;;4;4;4;4;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1954;2;;1;;;;;;;91;;;2;3;2;;;6;1;91;2;;233;;1;2;1.8.2014 7:18;2;;5776;1;RV;HKL;135.582275713775
445591;3;3;;3;;3;3;3;;4;5;5;5;5;3;4;;;;;;;;;;;4;3;3;3;;;;;;;;4;2;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1959;2;1;;;;;;;;91;;;1;1;2;;;6;1;91;2;;233;;1;2;1.8.2014 7:18;2;;5776;1;RV;HKL;135.582275713775
445592;;;;4;;5;5;5;;5;5;5;4;;5;2;;;;;;;;;;;4;4;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1958;1;;1;;;;;;;91;;;1;3;2;;;6;1;91;2;;233;;1;2;1.8.2014 7:18;2;;5776;1;RV;HKL;135.582275713775
445593;3;3;;3;;2;4;4;;3;4;4;4;4;4;4;;;;;;;;;;;3;3;3;3;;;;;;;;3;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1961;2;1;;;;;;;;91;;;2;1;2;;;6;1;91;2;;233;;1;2;1.8.2014 7:18;2;;5776;1;RV;HKL;135.582275713775
445594;4;4;;4;;3;3;3;;4;5;5;5;5;5;5;;;;;;;;;;;4;4;1;1;;;;;;;;3;1;;3;;;;;;;;1;;;;;;;;;;;;;;;1;;;;1;1969;2;;1;;;;;;;91;;;1;1;2;;;6;1;91;2;;233;;1;2;1.8.2014 7:18;2;;5776;1;RV;HKL;135.582275713775
445595;5;4;;4;;4;4;5;;4;5;5;5;4;5;4;;;;;;;;;;;5;5;;;;;;;;;;4;4;;2;;;;;;;;;1;;;;;;;;;;;;;;;1;;;2;1984;1;;;;;;;1;;91;;;2;2;2;;;2;1;91;1;;211;;2;2;1.8.2014 17:55;2;;5776;1;RV;HKL;120.9826004632
445707;4;3;;2;;4;4;4;;5;3;5;4;5;3;3;;;;;;;;;;;5;4;1;1;;;;;;;;5;2;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1955;2;;1;;;;;;;91;;;1;1;2;;;8;1;91;2;;219;;4;2;4.8.2014 17:05;2;;5776;2;RV;HKL;148.482876482736
445901;5;5;;5;;5;5;5;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;4;4;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1980;1;1;;;;;;;;49;;;2;1;2;;;3;1;91;1;;98;;1;2;1.8.2014 7:30;2;;5776;3;RV;HKL;151.098245086205
445904;5;5;;5;;5;5;5;;5;4;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1980;2;;1;;;;;;;91;;;1;1;1;;;9;1;91;1;;94;;1;2;2.7.2014 9:26;2;;5776;3;RV;HKL;153.227498187483
445910;5;;;;;;;;;4;4;5;5;5;;5;;;;;;;;;;;4;5;;3;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1979;1;;1;;;;;;;92;;;1;1;2;;;7A;1;91;2;;215;;1;2;2.7.2014 8:43;2;;5776;3;RV;HKL;128.984655651622
446043;5;4;;4;;4;4;4;;4;5;4;4;5;4;4;;;;;;;;;;;5;5;1;1;;;;;;;;5;3;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1992;2;1;;;;;;;;91;;;1;1;1;;;7B;1;91;1;;102;;1;2;2.7.2014 8:57;2;;5776;3;RV;HKL;103.780265954414
440001;5;;;5;;5;5;4;;5;4;4;4;;5;4;;;;;;;;;;;5;5;;;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1958;2;1;;;;;;;;49;;;3;3;2;;;212;2;2010;2;;662;;1;2;7.7.2014 7:27;2;;5501;1;SEU169;NOF;11.0796991120189
440002;4;5;;4;;4;5;4;;;4;5;4;5;5;4;;;;;;;;;;;;;;;;;;;;;;5;4;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;2;1981;2;;1;;;;;;;1;;;2;2;2;;;345;2;2010;2;;844;;1;2;7.7.2014 8:34;2;;5501;1;SEU125;NOF;23.334437494084
440003;4;3;;4;;;4;4;;4;;4;3;;4;3;;;;;;;;;;;3;4;2;4;;;;;;;;4;4;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1975;2;;1;;;;;;;91;;;1;3;2;;;345;2;2010;2;;844;;1;2;7.7.2014 8:34;2;;5501;1;SEU125;NOF;23.334437494084
440004;4;4;;4;;5;4;4;;4;4;4;3;4;4;3;;;;;;;;;;;4;3;1;2;;;;;;;;4;4;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1979;2;1;;;;;;;;91;;;1;2;2;;;345;2;2010;2;;844;;1;2;7.7.2014 8:34;2;;5501;1;SEU125;NOF;23.334437494084
440005;5;;;4;;5;4;4;;4;5;4;5;2;4;4;;;;;;;;;;;4;4;1;1;;;;;;;;3;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1987;2;1;;;;;;;;49;;;1;1;2;;;205;2;2010;2;;705;;2;2;7.7.2014 7:13;2;;5501;1;SEU16;PKL;24.6898507843174
440006;4;;;4;;4;4;5;;4;5;4;3;4;5;5;;;;;;;;;;;5;5;;;;;;;;;;5;4;;2;;;;;;;;1;;;;;;;;;;;;;1;;;;;;2;1988;2;;;;1;;;;;49;;;1;1;2;;;195;2;2010;2;;725;;2;2;25.6.2014 8:45;2;;5501;1;SEU106;HELB;28.754510660984
440007;3;3;;4;;4;4;4;;4;5;5;5;5;5;5;;;;;;;;;;;4;3;1;1;;;;;;;;4;4;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1985;2;;1;;;;;;;91;;;1;2;2;;;212;2;2010;2;;662;;1;2;7.7.2014 7:27;2;;5501;1;SEU169;NOF;11.0796991120189
440008;3;;;4;;3;2;2;;3;4;5;2;4;5;4;;;;;;;;;;;5;4;;;;;;;;;;3;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1963;1;;1;;;;;;;49;;;1;3;2;;;345;2;2010;2;;844;;1;2;7.7.2014 8:34;2;;5501;1;SEU125;NOF;23.334437494084
440009;4;3;;4;;4;5;5;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;5;2;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1987;2;1;;;;;;;;91;;;1;1;2;;;206;2;2010;2;;492;;1;2;25.6.2014 9:10;2;;5501;1;SEU169;NOF;8.96012051381342
440010;4;4;;4;;3;4;4;;4;5;5;5;;5;4;;;;;;;;;;;4;3;2;2;;;;;;;;4;3;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1982;2;;1;;;;;;;91;;;1;1;2;;;206;2;2010;2;;492;;1;2;25.6.2014 9:10;2;;5501;1;SEU169;NOF;8.96012051381342
440011;5;;;4;;4;4;5;;4;5;4;3;;5;4;;;;;;;;;;;4;5;2;2;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1949;1;;1;;;;;;;49;;;3;3;2;;;195;2;2010;2;;725;;2;2;25.6.2014 8:45;2;;5501;1;SEU106;HELB;28.754510660984
440012;;;;4;;;3;;;3;4;3;4;4;4;3;;;;;;;;;;;4;4;2;2;;;;;;;;4;4;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1966;2;1;;;;;;;;49;;;1;1;2;;;212;2;2010;2;;662;;1;2;7.7.2014 7:27;2;;5501;1;SEU169;NOF;11.0796991120189
440013;4;3;;4;;4;5;5;;4;3;4;5;4;4;4;;;;;;;;;;;3;3;1;1;;;;;;;;4;2;;2;;;;;;1;;;1;;;;;;;;;;;1;;;;;;;1;1997;2;1;;;1;;;;;91;;;1;1;2;;;248A;2;2010;2;;801;;3;2;25.6.2014 7:35;2;;5501;1;SEU124;NOF;77.1296143597932
440014;3;;;5;;3;4;3;;3;5;4;3;3;5;3;;;;;;;;;;;5;5;;;;;;;;;;4;4;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1986;2;;1;;1;;;;;49;;;1;2;2;;;195;2;2010;2;;725;;2;2;25.6.2014 8:45;2;;5501;1;SEU106;HELB;28.754510660984
440015;4;;;4;;;5;5;;4;;;1;5;5;5;;;;;;;;;;;5;5;1;;;;;;;;;5;4;;1;;;;;;;;1;;;;;;;;;;;;1;;;;;;;1;1952;2;;1;;;;;;;49;;;1;3;2;;;195;2;2010;2;;725;;2;2;25.6.2014 8:45;2;;5501;1;SEU106;HELB;28.754510660984
440016;5;5;;4;;3;4;5;;5;4;3;4;3;5;3;;;;;;;;;;;5;5;2;2;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1954;1;;1;;;;;;;49;;;2;1;2;;;195;2;2010;2;;725;;2;2;25.6.2014 8:45;2;;5501;1;SEU106;HELB;28.754510660984
440017;;4;;5;;2;5;5;;4;5;5;3;4;5;5;;;;;;;;;;;3;3;3;4;;;;;;;;4;4;;2;;;;;;;;1;;;;;;;;;;;;;1;;;;;;1;1993;2;;;;1;;;;;49;;;2;2;2;;;195;2;2010;2;;725;;2;2;25.6.2014 8:45;2;;5501;1;SEU106;HELB;28.754510660984
440018;5;;;5;;5;4;5;;5;5;5;4;;4;4;;;;;;;;;;;4;3;2;2;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1963;2;;1;;;;;;;49;;;1;1;2;;;231;2;2010;2;;810;;2;2;25.6.2014 7:12;2;;5501;1;SEU124;NOF;26.1781886894344
440019;4;;;4;;5;4;3;;4;5;5;4;4;5;5;;;;;;;;;;;5;5;2;2;;;;;;;;4;3;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1964;1;;1;;;;;;;49;;;2;2;2;;;248A;2;2010;2;;801;;3;2;25.6.2014 7:35;2;;5501;1;SEU124;NOF;77.1296143597932
440020;4;;;5;;5;5;4;;4;4;5;4;;5;3;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1990;2;;;;1;;;;;49;;;1;1;2;;;248A;2;2010;2;;801;;3;2;25.6.2014 7:35;2;;5501;1;SEU124;NOF;77.1296143597932
440021;4;;;;;;;;;3;;;;5;;;;;;;;;;;;;4;;;;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1975;;1;;;;;;;;91;;;1;1;2;;;248A;2;2010;2;;801;;3;2;25.6.2014 7:35;2;;5501;1;SEU124;NOF;77.1296143597932
440022;5;;;5;;3;4;4;;4;5;5;5;;5;5;;;;;;;;;;;5;5;1;2;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1986;2;1;;;;;;;;49;;;1;2;2;;;248A;2;2010;2;;801;;3;2;25.6.2014 7:35;2;;5501;1;SEU124;NOF;77.1296143597932
440023;3;;;4;;3;4;4;;4;5;5;4;4;5;3;;;;;;;;;;;4;4;2;2;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1988;2;1;;;;;;;;49;;;1;1;2;;;231;2;2010;2;;810;;2;2;25.6.2014 7:12;2;;5501;1;SEU124;NOF;26.1781886894344
440024;4;;;4;;4;4;4;;4;5;5;5;4;4;2;;;;;;;;;;;4;4;;;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1953;2;;1;;;;;;;49;;;3;3;2;;;231;2;2010;2;;810;;2;2;25.6.2014 7:12;2;;5501;1;SEU124;NOF;26.1781886894344
440025;3;2;;3;;3;3;3;;;4;4;4;4;5;4;;;;;;;;;;;4;3;4;4;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;;1;;;;;;;;1;49;;;1;2;2;;;248A;2;2010;2;;801;;3;2;25.6.2014 7:35;2;;5501;1;SEU124;NOF;77.1296143597932
440026;3;2;;2;;4;4;1;;4;5;5;4;5;5;3;;;;;;;;;;;4;4;;;;;;;;;;4;3;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1987;1;1;;;;;;;;49;;;2;2;2;;;270;2;2010;2;;891;;2;2;25.6.2014 6:55;2;;5501;1;SEU124;NOF;31.5147656949467
440027;4;;;5;;5;5;5;;5;5;5;5;5;5;4;;;;;;;;;;;4;4;5;5;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1962;2;1;;;;;;;;49;;;1;2;2;;;231;2;2010;2;;810;;2;2;25.6.2014 7:12;2;;5501;1;SEU124;NOF;26.1781886894344
440028;4;;;4;;3;4;4;;4;4;3;3;2;5;3;;;;;;;;;;;3;3;;4;;;;;;;;3;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1969;2;;1;;;;;;;49;;;1;1;2;;;270;2;2010;2;;891;;2;2;25.6.2014 6:55;2;;5501;1;SEU124;NOF;31.5147656949467
440029;4;3;;3;;3;3;3;;3;4;5;4;;5;4;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1962;2;;1;;;;;;;49;;;1;2;2;;;270;2;2010;2;;891;;2;2;25.6.2014 6:55;2;;5501;1;SEU124;NOF;31.5147656949467
440031;3;4;;4;;4;5;4;;4;5;4;3;4;5;4;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1993;2;1;;;;;;;;49;;;1;2;2;;;270;2;2010;2;;891;;2;2;25.6.2014 6:55;2;;5501;1;SEU124;NOF;31.5147656949467
440032;3;4;;4;;4;4;4;;4;;4;4;4;4;4;;;;;;;;;;;4;4;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1988;1;1;;;1;;;;;49;;;1;1;2;;;270;2;2010;2;;891;;2;2;25.6.2014 6:55;2;;5501;1;SEU124;NOF;31.5147656949467
440033;4;4;;5;;4;4;4;;4;5;4;4;3;5;3;;;;;;;;;;;5;4;3;2;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1952;2;;1;;;;;;;49;;;2;2;2;;;270;2;2010;2;;891;;2;2;25.6.2014 6:55;2;;5501;1;SEU124;NOF;31.5147656949467
440034;4;4;;4;;4;4;4;;4;5;5;5;4;5;4;;;;;;;;;;;5;5;;;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1981;1;1;;;1;;;;;49;;;1;2;2;;;231;2;2010;2;;810;;2;2;25.6.2014 7:12;2;;5501;1;SEU124;NOF;26.1781886894344
