LOMAKE;K1A1;K1A2;K1A2L;K1A3;K1A3L;K1A4;K1A5;K1A6;K1A8L;K1B;K2A1;K2A2;K2A3;K2A4;K2A5;K2A6;K2A8;K2A9;K3A1;K3A2;K3A3;K3A4;K3A5;K3A6;K3A7;K3A8;K3A9;K3A10;K3A11;K3A12;K3A13;K3A14;K3A15;K4A1L;K4A2L;K4A3L;K4A4L;K3B;T1;T1L;T2;T20L;T21A;T21B;T21C;T21D;T3A;T3B;T3C;T3D;T4A;T4A1;T4A2;T4B1;T4B2;T4C;T4D;T4E;T4F;T4G;T5A;T5B;T5C;T5D;T5E;T5S;T5U;T6;T7;T8;T9A;T9B;T9C;T9D;T9E;T9F;T9G;T9H;T10;T11;T12;T13;T14;T15;JUNA_ASEMA;LAHTOLAITURI;LINJA;LIIKENNEMUOTO;ALUE;SUUNTA;VAUNUTYYPPI;VAUNUNRO;ALUS;TASTE;SAA;PAIVAMAARA;KAUSI;JOKERI;TUTKIJA;KIELI;KOHDE;LIIKENNOITSIJA;PAINO
441761;;;;;;;;;;;;;;;;5;;;;;;;;;;;4;4;1;1;;;;;;;;4;4;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1983;2;1;;;;;;;;49;;;1;2;2;;;247A;2;2010;2;;800;;1;1;16.7.2014 14:41;2;;5501;1;SEU124;NOF;14.7105099621548
441762;3;2;;4;;3;4;4;;4;5;3;2;3;4;2;;;;;;;;;;;4;4;;;;;;;;;;3;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1993;2;1;;;1;;;;;49;;;1;1;2;;;247A;2;2010;2;;800;;1;1;16.7.2014 14:41;2;;5501;1;SEU124;NOF;14.7105099621548
441763;4;5;;5;;5;4;4;;4;5;5;5;;5;5;;;;;;;;;;;4;4;2;4;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;451;2;2010;1;;1122;;3;1;16.7.2014 9:45;2;;5501;1;SEU108;HELB;9.78268449532749
441764;;;;4;;4;4;4;;;4;5;4;;5;4;;;;;;;;;;;4;3;;;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1986;2;1;;;;;;;;91;;;1;1;2;;;451;2;2010;1;;1122;;3;1;16.7.2014 9:45;2;;5501;1;SEU108;HELB;9.78268449532749
441765;4;5;;4;;5;4;5;;5;5;5;4;4;5;4;;;;;;;;;;;5;4;5;4;;;;;;;;5;;;3;;;;;;;;;1;;;;;;;;;;;;;;1;;;;2;1965;2;;;;;;;1;;92;;;2;3;2;;;451;2;2010;1;;1122;;3;1;16.7.2014 9:45;2;;5501;1;SEU108;HELB;9.78268449532749
441766;3;4;;4;;4;3;4;;4;;5;4;5;4;5;;;;;;;;;;;4;5;2;2;;;;;;;;4;1;;3;;;;;;1;1;;;;;;;;;;;;;1;;;;;;;2;1989;2;1;;;;;;;;91;;;1;1;2;;;451;2;2010;1;;1122;;3;1;16.7.2014 9:45;2;;5501;1;SEU108;HELB;9.78268449532749
441767;3;4;;4;;2;4;4;;3;5;5;5;5;4;4;;;;;;;;;;;4;3;1;2;;;;;;;;4;2;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1990;2;;1;;;;;;;91;;;1;2;2;;;195;2;2010;1;;1126;;1;2;16.7.2014 9:22;2;;5501;1;SEU106;HELB;28.754510660984
441768;4;4;;3;;4;3;3;;4;4;5;5;5;5;5;;;;;;;;;;;3;3;2;3;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1980;2;;1;;;;;;;49;;;1;3;2;;;206;2;2010;2;;905;;1;2;16.7.2014 8:27;2;;5501;1;SEU169;NOF;8.96012051381342
441769;5;5;;5;;5;5;5;;5;5;5;5;5;5;3;;;;;;;;;;;4;4;4;4;;;;;;;;4;4;;1;;;;;;;;1;;;;;;;;;;;;;1;;;;;;1;1959;2;;;;1;;;;;49;;;3;3;2;;;270;2;2010;1;;891;;1;1;16.7.2014 10:33;2;;5501;1;SEU124;NOF;31.5147656949467
441770;4;4;;5;;5;5;5;;5;5;4;5;5;5;5;;;;;;;;;;;4;4;2;2;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1968;2;1;;;;;;;;49;;;1;1;2;;;206;2;2010;2;;905;;1;2;16.7.2014 8:27;2;;5501;1;SEU169;NOF;8.96012051381342
441771;4;4;;4;;3;4;5;;4;4;3;5;4;5;4;;;;;;;;;;;5;4;1;1;;;;;;;;4;4;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;2;1993;1;;;;1;;;;;49;;;1;2;2;;;213;2;2010;2;;907;;1;2;16.7.2014 8:00;2;;5501;1;SEU169;NOF;11.2847154272191
441772;5;;;5;;5;5;5;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;5;4;;1;;;;;;;;;1;;;;;;;;;;;;;;;1;;;1;1964;2;;1;;;;;;;1;;;3;3;2;;;270;2;2010;1;;891;;1;1;16.7.2014 10:33;2;;5501;1;SEU124;NOF;31.5147656949467
441773;3;4;;4;;4;4;4;;4;5;4;4;3;4;3;;;;;;;;;;;4;3;2;2;;;;;;;;4;4;;1;;;;;;;;1;;;;;;;;;;;;1;;;;;;;1;1982;2;;1;;;;;;;91;;;1;2;2;;;270;2;2010;1;;891;;1;2;16.7.2014 10:33;2;;5501;1;SEU124;NOF;31.5147656949467
441774;3;4;;5;;5;4;4;;4;5;4;3;4;5;3;;;;;;;;;;;5;5;2;3;;;;;;;;4;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;1994;;1;;;;;;;;;;;;;;;;270;2;2010;1;;891;;1;1;16.7.2014 10:33;2;;5501;1;SEU124;NOF;31.5147656949467
441775;1;5;;5;;4;3;3;;5;5;5;5;5;5;4;;;;;;;;;;;4;4;4;4;;;;;;;;4;1;;2;;;;;;;;1;1;;;;;;;;;;;;1;;;;;;1;1937;2;;;;;;1;;;49;;;1;1;2;;;195;2;2010;1;;1126;;1;2;16.7.2014 9:22;2;;5501;1;SEU106;HELB;28.754510660984
441776;4;;;5;;5;5;;;4;5;3;4;4;4;4;;;;;;;;;;;3;2;4;4;;;;;;;;4;2;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1978;2;1;;;;;;;;91;;;1;3;2;;;270;2;2010;1;;891;;1;1;16.7.2014 10:33;2;;5501;1;SEU124;NOF;31.5147656949467
441777;5;3;;4;;3;5;5;;4;2;4;4;5;5;4;;;;;;;;;;;5;4;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1984;1;;1;;;;;;;49;;;1;2;2;;;213;2;2010;2;;907;;1;2;16.7.2014 8:00;2;;5501;1;SEU169;NOF;11.2847154272191
441778;5;3;;5;;5;5;5;;4;5;3;5;4;5;5;;;;;;;;;;;5;5;1;;;;;;;;;4;3;;2;;;;;;;;;1;;;;;;;;;;;;1;;;;;;1;1990;2;1;;;;;;;;91;;;1;1;2;;;451;2;2010;1;;1122;;3;1;16.7.2014 9:45;2;;5501;1;SEU108;HELB;9.78268449532749
441779;5;5;;5;;5;5;4;;4;5;5;5;5;5;5;;;;;;;;;;;5;5;;;;;;;;;;4;4;;1;;;;;;;;;1;;;;;;;;;;;;1;;;;;;1;1950;2;;;;;;1;;;91;;;1;2;2;;;451;2;2010;1;;1122;;3;1;16.7.2014 9:45;2;;5501;1;SEU108;HELB;9.78268449532749
441780;4;5;;3;;3;5;5;;4;5;5;5;5;5;4;;;;;;;;;;;4;4;1;2;;;;;;;;4;2;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1992;1;1;;;1;;;;;1;;;1;1;2;;;213;2;2010;2;;909;;2;2;16.7.2014 7:23;2;;5501;1;SEU169;NOF;11.2847154272191
441781;3;4;;4;;4;5;5;;4;5;5;5;5;4;4;;;;;;;;;;;4;4;1;1;;;;;;;;5;4;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;1990;2;1;;;;;;;;49;;;1;2;2;;;213;2;2010;2;;907;;1;2;16.7.2014 8:00;2;;5501;1;SEU169;NOF;11.2847154272191
441782;3;2;;4;;4;5;4;;3;2;5;2;4;5;1;;;;;;;;;;;5;4;1;1;;;;;;;;3;2;;3;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1980;2;1;;;;;;;;91;;;1;1;2;;;213;2;2010;2;;907;;1;2;16.7.2014 8:00;2;;5501;1;SEU169;NOF;11.2847154272191
441783;2;3;;4;;3;3;3;;4;2;3;3;4;4;3;;;;;;;;;;;3;3;4;4;;;;;;;;3;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;;2;1;;;1;;;;;49;;;1;2;2;;;154;2;2010;1;;464;;3;2;15.7.2014 17:29;2;;5501;1;SEU12;VEO;34.474329541142
441784;5;;;4;;4;4;3;;4;4;5;3;4;5;4;;;;;;;;;;;4;4;1;2;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1981;2;;1;;;;;;;49;;;1;2;2;;;154;2;2010;1;;464;;3;2;15.7.2014 17:29;2;;5501;1;SEU12;VEO;34.474329541142
441785;3;4;;5;;5;5;4;;4;4;5;5;5;5;3;;;;;;;;;;;5;5;1;2;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1965;;;;;;;;;;;;;;;;;;154;2;2010;1;;464;;3;2;15.7.2014 17:29;2;;5501;1;SEU12;VEO;34.474329541142
441786;4;;;5;;5;4;3;;4;4;3;4;4;5;4;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1990;1;;1;1;1;;;;;49;;;1;1;2;;;154;2;2010;1;;464;;3;2;15.7.2014 17:29;2;;5501;1;SEU12;VEO;34.474329541142
441787;3;4;;4;;;4;4;;3;4;5;5;5;5;2;;;;;;;;;;;5;;2;2;;;;;;;;4;4;;2;;;;;;;;;1;;;;;;;;;;;;;1;;;;;1;1970;1;;1;;;;;;;49;;;2;3;2;;;154;2;2010;1;;464;;3;2;15.7.2014 17:29;2;;5501;1;SEU12;VEO;34.474329541142
441788;5;5;;5;;4;4;3;;4;5;4;5;5;5;5;;;;;;;;;;;5;4;1;1;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1967;2;;1;;;;;;;49;;;2;2;2;;;158;2;2010;1;;89;;1;2;15.7.2014 17:10;2;;5501;1;SEU122;NOF;25.8910795888649
441789;4;;;3;;5;5;5;;5;4;5;5;5;5;5;;;;;;;;;;;4;4;1;1;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1970;2;;1;;;;;;;49;;;1;3;2;;;154;2;2010;1;;464;;3;2;15.7.2014 17:29;2;;5501;1;SEU12;VEO;34.474329541142
441790;5;;;4;;4;4;3;;4;4;5;2;;5;2;;;;;;;;;;;4;3;2;2;;;;;;;;4;1;;3;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1972;2;;1;;;;;;;49;;;3;3;2;;;158;2;2010;1;;89;;1;2;15.7.2014 17:10;2;;5501;1;SEU122;NOF;25.8910795888649
441791;4;;;4;;4;4;3;;5;4;5;4;;5;4;;;;;;;;;;;5;5;1;1;;;;;;;;5;3;;1;;;;;;;;;1;;;;;;;;;;;;1;;;;;;2;1998;2;;;;1;;;;;999;;;3;3;2;;;158;2;2010;1;;89;;1;2;15.7.2014 17:10;2;;5501;1;SEU122;NOF;25.8910795888649
441792;2;4;;4;;3;3;3;;4;5;5;4;;5;5;;;;;;;;;;;5;4;1;1;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1993;1;1;;;;;;;;49;;;1;1;2;;;158;2;2010;1;;89;;1;2;15.7.2014 17:10;2;;5501;1;SEU122;NOF;25.8910795888649
441793;5;5;;4;;4;3;3;;4;5;5;5;5;5;5;;;;;;;;;;;5;4;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1976;2;;1;;;;;;;49;;;2;2;2;;;158;2;2010;1;;89;;1;2;15.7.2014 17:10;2;;5501;1;SEU122;NOF;25.8910795888649
441794;4;3;;4;;4;5;4;;4;5;4;4;4;5;5;;;;;;;;;;;5;4;1;2;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1957;2;;1;;;;;;;49;;;2;3;2;;;165;2;2010;1;;494;;2;2;15.7.2014 16:58;2;;5501;1;SEU123;NOF;31.8269377265908
441795;5;4;;4;;4;5;4;;5;5;5;5;;5;5;;;;;;;;;;;5;4;2;2;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1972;1;;1;;;;;;;49;;;2;3;2;;;213;2;2010;2;;909;;2;2;16.7.2014 7:23;2;;5501;1;SEU169;NOF;11.2847154272191
441796;4;;;4;;3;3;4;;3;4;3;3;3;5;3;;;;;;;;;;;5;4;4;4;;;;;;;;4;;;3;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1985;2;1;;;;;;;;49;;;2;2;2;;;213;2;2010;2;;909;;2;2;16.7.2014 7:23;2;;5501;1;SEU169;NOF;11.2847154272191
441797;4;;;3;;4;3;4;;4;4;4;4;4;5;4;;;;;;;;;;;4;3;3;2;;;;;;;;3;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1971;2;;1;;;;;;;49;;;1;2;2;;;213;2;2010;2;;909;;2;2;16.7.2014 7:23;2;;5501;1;SEU169;NOF;11.2847154272191
441798;3;2;;2;;4;4;4;;3;5;5;5;5;5;5;;;;;;;;;;;4;3;3;3;;;;;;;;3;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;1960;;;;;;;;;;;;;;;;;;213;2;2010;2;;909;;2;2;16.7.2014 7:23;2;;5501;1;SEU169;NOF;11.2847154272191
441799;4;4;;4;;3;4;4;;4;4;5;5;5;4;5;;;;;;;;;;;5;5;;1;;;;;;;;4;4;;2;;;;;;;;;1;;;;;;;;;;;1;;;;;;;1;1990;1;;;;1;;;;;49;;;1;2;2;;;106;2;2010;1;;868;;2;2;15.7.2014 16:32;2;;5501;1;SEU121;PKL;43.2613142038468
441800;4;5;;5;;3;5;5;;5;5;5;5;4;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;5;3;;1;;;;;;;;1;;;;;;;;;;;;;1;;;;;;2;1991;2;;;;1;;;;;49;;;2;2;2;;;106;2;2010;1;;868;;2;2;15.7.2014 16:32;2;;5501;1;SEU121;PKL;43.2613142038468
441801;4;4;;5;;;5;5;;5;5;5;5;5;5;5;;;;;;;;;;;;3;1;1;;;;;;;;5;1;;2;;;;;;;;;1;;;;;;;;;;;1;;;;;;;1;1979;2;1;;;;;;;;49;;;1;1;2;;;106;2;2010;1;;868;;2;2;15.7.2014 16:32;2;;5501;1;SEU121;PKL;43.2613142038468
441802;5;5;;5;;5;5;5;;4;5;5;5;5;5;5;;;;;;;;;;;5;5;;;;;;;;;;5;4;;2;;;;;;;;;1;;;;;;;;;;;;;;;1;;;1;1951;2;;;;;;1;;;1;;;3;3;2;;;106;2;2010;1;;868;;2;2;15.7.2014 16:32;2;;5501;1;SEU121;PKL;43.2613142038468
441803;4;;;4;;2;4;4;;3;5;4;3;4;5;5;;;;;;;;;;;5;4;1;2;;;;;;;;4;3;;2;;;;;;;;1;;;;;;;;;;;;;1;;;;;;2;1983;1;1;;;;;;;;49;;;2;2;2;;;106;2;2010;1;;868;;2;2;15.7.2014 16:32;2;;5501;1;SEU121;PKL;43.2613142038468
441804;5;;;5;;4;5;5;;4;5;5;5;;5;5;;;;;;;;;;;5;5;;;;;;;;;;5;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1959;2;1;;;;;;;;49;;;4;4;2;;;213;2;2010;2;;909;;2;2;16.7.2014 7:23;2;;5501;1;SEU169;NOF;11.2847154272191
441805;4;4;;3;;4;4;3;;4;3;4;4;4;3;3;;;;;;;;;;;4;4;3;3;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1970;2;;1;;;;;;;49;;;2;2;2;;;165;2;2010;1;;494;;2;2;15.7.2014 16:58;2;;5501;1;SEU123;NOF;31.8269377265908
441806;4;;;4;;4;4;4;;4;5;5;5;;5;5;;;;;;;;;;;5;;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1975;1;;1;;;;;;;49;;;1;2;2;;;103;2;2010;1;;947;;2;2;15.7.2014 16:21;2;;5501;1;SEU1;HELB;21.0657964873916
441807;3;3;;3;;3;2;2;;3;3;4;4;4;3;3;;;;;;;;;;;3;4;2;2;;;;;;;;3;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1960;2;;1;;;;;;;49;;;2;2;2;;;165;2;2010;1;;494;;2;2;15.7.2014 16:58;2;;5501;1;SEU123;NOF;31.8269377265908
441808;3;;;4;;4;4;4;;5;5;5;5;4;5;5;;;;;;;;;;;4;4;1;1;;;;;;;;4;2;;2;;;;;;;;1;1;;;;;;;;;;;;1;;;;;;1;1984;1;;1;;;;;;;49;;;1;2;2;;;103;2;2010;1;;947;;2;2;15.7.2014 16:21;2;;5501;1;SEU1;HELB;21.0657964873916
441809;4;4;;3;;5;3;3;;4;5;5;5;;5;5;;;;;;;;;;;4;4;1;1;;;;;;;;4;3;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1983;2;;1;;;;;;;49;;;1;2;2;;;165;2;2010;1;;494;;2;2;15.7.2014 16:58;2;;5501;1;SEU123;NOF;31.8269377265908
441810;4;;;4;;5;5;5;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1983;2;1;;;;;;;;49;;;1;2;2;;;103;2;2010;1;;947;;2;2;15.7.2014 16:21;2;;5501;1;SEU1;HELB;21.0657964873916
441811;4;3;;4;;4;2;3;;3;4;4;4;4;5;5;;;;;;;;;;;4;4;4;5;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1956;1;;1;;;;;;;49;;;2;3;2;;;103;2;2010;1;;947;;2;2;15.7.2014 16:21;2;;5501;1;SEU1;HELB;21.0657964873916
441812;4;5;;5;;4;4;4;;4;4;5;4;4;5;4;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1992;2;;;;1;;;;;49;;;2;2;2;;;103;2;2010;1;;947;;2;2;15.7.2014 16:21;2;;5501;1;SEU1;HELB;21.0657964873916
441813;3;4;;3;;2;2;1;;3;3;4;2;3;5;4;;;;;;;;;;;4;3;1;1;;;;;;;;3;1;;3;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1988;1;;;1;;;;;;49;;;3;4;2;;;165;2;2010;1;;494;;2;2;15.7.2014 16:58;2;;5501;1;SEU123;NOF;31.8269377265908
441814;4;4;;4;;4;3;3;;4;5;4;3;4;4;4;;;;;;;;;;;4;4;1;1;;;;;;;;4;2;;2;;;;;;;;;1;;;;;;;;;;;;1;;;;;;1;1996;2;;;;1;;;;;49;;;1;1;2;;;165;2;2010;1;;494;;2;2;15.7.2014 16:58;2;;5501;1;SEU123;NOF;31.8269377265908
441815;2;2;;5;;4;4;4;;4;5;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;4;4;;2;;;;;;;;1;;;;;;;;;;;;;1;;;;;;2;1983;2;;;1;;;;;;49;;;1;2;2;;;107;2;2010;1;;622;;2;2;15.7.2014 15:34;2;;5501;1;SEU7;NOF;20.7890417230068
441816;5;5;;5;;5;5;5;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;5;5;;;;;;;;5;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1985;2;;;1;;;;;;49;;;1;2;2;;;106;2;2010;1;;872;;1;2;15.7.2014 15:53;2;;5501;1;SEU121;PKL;43.2613142038468
441817;3;3;;2;;5;4;4;;3;5;5;4;4;4;4;;;;;;;;;;;4;4;3;4;;;;;;;;4;2;;2;;;;;;;1;1;;;;;;;;;;;;1;;;;;;;1;1981;1;;;1;;;;;;49;;;1;2;2;;;107;2;2010;1;;622;;2;2;15.7.2014 15:34;2;;5501;1;SEU7;NOF;20.7890417230068
441818;4;4;;4;;2;3;3;;3;5;3;4;3;5;5;;;;;;;;;;;4;4;1;1;;;;;;;;3;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1968;2;;;1;;;;;;49;;;2;3;2;;;103;2;2010;1;;947;;2;2;15.7.2014 16:21;2;;5501;1;SEU1;HELB;21.0657964873916
441819;5;4;;4;;5;5;4;;5;5;5;5;5;5;4;;;;;;;;;;;4;4;1;1;;;;;;;;4;2;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;2;1993;1;1;;;;;;;;91;;;1;1;2;;;107;2;2010;1;;622;;2;2;15.7.2014 15:34;2;;5501;1;SEU7;NOF;20.7890417230068
441820;4;5;;5;;2;4;5;;4;5;5;5;4;5;5;;;;;;;;;;;4;4;1;1;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1997;2;1;;;;;;;;49;;;1;1;2;;;362;2;2010;1;;945;;1;2;15.7.2014 10:22;2;;5501;1;SEU152;HELB;14.7656170689444
441821;4;;;4;;4;4;4;;4;5;5;5;5;5;4;;;;;;;;;;;4;5;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1973;2;;;1;;;;;;91;;;2;3;2;;;206;2;2010;1;;650;;1;2;15.7.2014 10:04;2;;5501;1;SEU169;NOF;8.96012051381342
441822;3;4;;3;;2;;4;;3;4;;4;3;4;5;;;;;;;;;;;4;2;3;1;;;;;;;;3;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1992;2;;;;1;;;;;91;;;1;2;2;;;106;2;2010;1;;872;;1;2;15.7.2014 15:53;2;;5501;1;SEU121;PKL;43.2613142038468
441823;;;;4;;5;4;4;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;4;4;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;2;1989;2;;;;1;;;;;91;;;1;1;2;;;107;2;2010;1;;622;;2;2;15.7.2014 15:34;2;;5501;1;SEU7;NOF;20.7890417230068
441824;1;5;;1;;1;4;2;;4;5;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;4;3;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;1946;1;;;;;;1;;;91;;;2;1;2;;;206;2;2010;1;;650;;1;2;15.7.2014 10:04;2;;5501;1;SEU169;NOF;8.96012051381342
441825;5;;;5;;;4;5;;5;5;5;5;;5;4;;;;;;;;;;;4;4;1;1;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1987;2;1;;;;;;;;91;;;1;1;2;;;324;2;2010;2;;840;;1;2;15.7.2014 8:43;2;;5501;1;SEU125;NOF;12.9461422380057
441826;;;;4;;4;4;3;;4;4;5;5;5;4;4;;;;;;;;;;;5;4;1;1;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1985;2;;;;1;;;;;49;;;1;1;2;;;107;2;2010;1;;622;;2;2;15.7.2014 15:34;2;;5501;1;SEU7;NOF;20.7890417230068
441827;1;2;;2;;2;2;2;;2;4;3;3;4;5;3;;;;;;;;;;;4;4;;;;;;;;;;4;3;;2;;;;;;;;;1;;;;;;;;;;;1;;;;;;;2;1968;1;;;;;;;;1;49;;;1;3;2;;;324;2;2010;2;;840;;1;2;15.7.2014 8:43;2;;5501;1;SEU125;NOF;12.9461422380057
441828;2;2;;2;;2;3;;;4;4;4;4;4;4;4;;;;;;;;;;;4;4;1;1;;;;;;;;3;4;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1988;2;1;;;;;;;;91;;;1;1;2;;;361;2;2010;1;;945;;1;2;15.7.2014 8:23;2;;5501;1;SEU152;HELB;4.72672708485653
441829;4;5;;5;;5;5;5;;5;5;5;4;5;5;4;;;;;;;;;;;5;;1;3;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1982;2;;1;;;;;;;91;;;1;2;2;;;361;2;2010;1;;945;;1;2;15.7.2014 8:23;2;;5501;1;SEU152;HELB;4.72672708485653
441830;4;;;4;;3;5;3;;3;4;4;3;5;5;4;;;;;;;;;;;4;4;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1989;2;1;;;;;;;;91;;;1;1;2;;;361;2;2010;1;;945;;1;2;15.7.2014 8:23;2;;5501;1;SEU152;HELB;4.72672708485653
441831;4;3;;4;;3;3;4;;4;;4;5;5;5;3;;;;;;;;;;;5;5;1;2;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1973;1;;;;;;;;;;;;;;2;;;107;2;2010;1;;622;;2;2;15.7.2014 15:34;2;;5501;1;SEU7;NOF;20.7890417230068
441832;1;2;;4;;;4;2;;4;5;5;4;4;5;3;;;;;;;;;;;4;4;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1990;2;;;;1;;;;;92;;;1;2;2;;;324;2;2010;2;;840;;1;2;15.7.2014 8:43;2;;5501;1;SEU125;NOF;12.9461422380057
441833;5;3;;5;;5;5;5;;5;5;5;3;4;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;5;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1966;2;;1;;;;;;;92;;;3;3;2;;;362;2;2010;2;;935;;1;2;15.7.2014 7:58;2;;5501;1;SEU152;HELB;14.7656170689444
441834;5;4;;5;;4;4;5;;4;4;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1988;2;;1;;;;;;;91;;;1;1;2;;;362;2;2010;2;;935;;1;2;15.7.2014 7:58;2;;5501;1;SEU152;HELB;14.7656170689444
441835;4;;;4;;4;4;4;;4;5;5;4;5;5;5;;;;;;;;;;;4;4;3;;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1966;1;1;;;;;;;;92;;;3;3;2;;;362;2;2010;2;;935;;1;2;15.7.2014 7:58;2;;5501;1;SEU152;HELB;14.7656170689444
441836;5;5;;5;;4;5;5;;4;5;5;4;4;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;5;2;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;2;1990;2;1;;;;;;;;91;;;2;2;2;;;361;2;2010;1;;945;;1;2;15.7.2014 8:23;2;;5501;1;SEU152;HELB;4.72672708485653
441837;4;4;;3;;4;4;4;;4;4;3;3;4;5;3;;;;;;;;;;;5;5;1;1;;;;;;;;;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1958;2;;1;;;;;;;92;;;1;1;2;;;362;2;2010;2;;935;;1;2;15.7.2014 7:58;2;;5501;1;SEU152;HELB;14.7656170689444
441838;5;;;5;;5;4;4;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;4;4;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1953;2;1;1;;;;;;;92;;;2;2;2;;;362;2;2010;2;;935;;1;2;15.7.2014 7:58;2;;5501;1;SEU152;HELB;14.7656170689444
